URL,Service,Location,Word Count,Meta Title Length,Meta Desc Length,H1 Unique,Meta Title Unique,Other Services Links,Nearby Locations Links,SEO Pass,Published
"https://www.articclean.it/servizi/gestione-carrellati/rezzato","Gestione Carrellati","Rezzato",144,42,123,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/gestione-carrellati/roncadelle","Gestione Carrellati","Roncadelle",140,45,126,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/gestione-carrellati/rovato","Gestione Carrellati","Rovato",136,41,122,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/gestione-carrellati/salo","Gestione Carrellati","Salò",141,39,120,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/gestione-carrellati/sarezzo","Gestione Carrellati","Sarezzo",137,42,123,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/gestione-carrellati/travagliato","Gestione Carrellati","Travagliato",136,46,127,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/giardinaggio/bagnolo-mella","Giardinaggio","Bagnolo Mella",128,41,122,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/giardinaggio/bedizzole","Giardinaggio","Bedizzole",135,37,118,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/giardinaggio/brescia","Giardinaggio","Brescia",135,35,116,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/giardinaggio/calcinato","Giardinaggio","Calcinato",141,37,118,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/giardinaggio/capriolo","Giardinaggio","Capriolo",135,36,117,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/giardinaggio/castenedolo","Giardinaggio","Castenedolo",126,39,120,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/giardinaggio/cazzago-san-martino","Giardinaggio","Cazzago San Martino",142,47,128,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/giardinaggio/chiari","Giardinaggio","Chiari",125,34,115,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/giardinaggio/concesio","Giardinaggio","Concesio",127,36,117,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/giardinaggio/desenzano-del-garda","Giardinaggio","Desenzano del Garda",127,47,128,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/giardinaggio/erbusco","Giardinaggio","Erbusco",125,35,116,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/giardinaggio/ghedi","Giardinaggio","Ghedi",137,33,114,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/giardinaggio/lonato-del-garda","Giardinaggio","Lonato del Garda",131,44,125,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/giardinaggio/lumezzane","Giardinaggio","Lumezzane",140,37,118,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/giardinaggio/manerbio","Giardinaggio","Manerbio",135,36,117,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/giardinaggio/mazzano","Giardinaggio","Mazzano",136,35,116,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/giardinaggio/montichiari","Giardinaggio","Montichiari",140,39,120,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/giardinaggio/orzinuovi","Giardinaggio","Orzinuovi",135,37,118,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/giardinaggio/palazzolo-sull-oglio","Giardinaggio","Palazzolo sull'Oglio",142,48,129,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/giardinaggio/rezzato","Giardinaggio","Rezzato",137,35,116,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/giardinaggio/roncadelle","Giardinaggio","Roncadelle",126,38,119,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/giardinaggio/rovato","Giardinaggio","Rovato",139,34,115,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/giardinaggio/salo","Giardinaggio","Salò",134,32,113,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/giardinaggio/sarezzo","Giardinaggio","Sarezzo",140,35,116,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/giardinaggio/travagliato","Giardinaggio","Travagliato",139,39,120,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizia-vetri/bagnolo-mella","Pulizia Vetri","Bagnolo Mella",159,42,123,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizia-vetri/bedizzole","Pulizia Vetri","Bedizzole",141,38,119,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizia-vetri/brescia","Pulizia Vetri","Brescia",141,36,117,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizia-vetri/calcinato","Pulizia Vetri","Calcinato",152,38,119,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizia-vetri/capriolo","Pulizia Vetri","Capriolo",141,37,118,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizia-vetri/castenedolo","Pulizia Vetri","Castenedolo",157,40,121,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizia-vetri/cazzago-san-martino","Pulizia Vetri","Cazzago San Martino",153,48,129,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizia-vetri/chiari","Pulizia Vetri","Chiari",156,35,116,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizia-vetri/concesio","Pulizia Vetri","Concesio",158,37,118,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizia-vetri/desenzano-del-garda","Pulizia Vetri","Desenzano del Garda",158,48,129,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizia-vetri/erbusco","Pulizia Vetri","Erbusco",156,36,117,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizia-vetri/ghedi","Pulizia Vetri","Ghedi",143,34,115,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizia-vetri/lonato-del-garda","Pulizia Vetri","Lonato del Garda",162,45,126,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizia-vetri/lumezzane","Pulizia Vetri","Lumezzane",151,38,119,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizia-vetri/manerbio","Pulizia Vetri","Manerbio",141,37,118,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizia-vetri/mazzano","Pulizia Vetri","Mazzano",142,36,117,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizia-vetri/montichiari","Pulizia Vetri","Montichiari",151,40,121,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizia-vetri/orzinuovi","Pulizia Vetri","Orzinuovi",141,38,119,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizia-vetri/palazzolo-sull-oglio","Pulizia Vetri","Palazzolo sull'Oglio",153,49,130,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizia-vetri/rezzato","Pulizia Vetri","Rezzato",143,36,117,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizia-vetri/roncadelle","Pulizia Vetri","Roncadelle",157,39,120,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizia-vetri/rovato","Pulizia Vetri","Rovato",150,35,116,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizia-vetri/salo","Pulizia Vetri","Salò",140,33,114,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizia-vetri/sarezzo","Pulizia Vetri","Sarezzo",151,36,117,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizia-vetri/travagliato","Pulizia Vetri","Travagliato",150,40,121,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-condomini/bagnolo-mella","Pulizie Condomini","Bagnolo Mella",141,46,127,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-condomini/bedizzole","Pulizie Condomini","Bedizzole",145,42,123,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-condomini/brescia","Pulizie Condomini","Brescia",145,40,121,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-condomini/calcinato","Pulizie Condomini","Calcinato",150,42,123,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-condomini/capriolo","Pulizie Condomini","Capriolo",145,41,122,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-condomini/castenedolo","Pulizie Condomini","Castenedolo",139,44,125,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-condomini/cazzago-san-martino","Pulizie Condomini","Cazzago San Martino",151,52,133,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-condomini/chiari","Pulizie Condomini","Chiari",138,39,120,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-condomini/concesio","Pulizie Condomini","Concesio",140,41,122,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-condomini/desenzano-del-garda","Pulizie Condomini","Desenzano del Garda",140,52,133,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-condomini/erbusco","Pulizie Condomini","Erbusco",138,40,121,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-condomini/ghedi","Pulizie Condomini","Ghedi",147,38,119,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-condomini/lonato-del-garda","Pulizie Condomini","Lonato del Garda",144,49,130,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-condomini/lumezzane","Pulizie Condomini","Lumezzane",149,42,123,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-condomini/manerbio","Pulizie Condomini","Manerbio",145,41,122,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-condomini/mazzano","Pulizie Condomini","Mazzano",146,40,121,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-condomini/montichiari","Pulizie Condomini","Montichiari",149,44,125,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-condomini/orzinuovi","Pulizie Condomini","Orzinuovi",145,42,123,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-condomini/palazzolo-sull-oglio","Pulizie Condomini","Palazzolo sull'Oglio",151,53,134,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-condomini/rezzato","Pulizie Condomini","Rezzato",147,40,121,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-condomini/roncadelle","Pulizie Condomini","Roncadelle",139,43,124,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-condomini/rovato","Pulizie Condomini","Rovato",148,39,120,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-condomini/salo","Pulizie Condomini","Salò",144,37,118,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-condomini/sarezzo","Pulizie Condomini","Sarezzo",149,40,121,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-condomini/travagliato","Pulizie Condomini","Travagliato",148,44,125,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/bagnolo-mella","Pulizie Capannoni Industriali","Bagnolo Mella",157,58,139,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/bedizzole","Pulizie Capannoni Industriali","Bedizzole",145,54,135,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/brescia","Pulizie Capannoni Industriali","Brescia",145,52,133,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/calcinato","Pulizie Capannoni Industriali","Calcinato",158,54,135,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/capriolo","Pulizie Capannoni Industriali","Capriolo",145,53,134,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/castenedolo","Pulizie Capannoni Industriali","Castenedolo",155,56,137,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/cazzago-san-martino","Pulizie Capannoni Industriali","Cazzago San Martino",159,64,145,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/chiari","Pulizie Capannoni Industriali","Chiari",154,51,132,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/concesio","Pulizie Capannoni Industriali","Concesio",156,53,134,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/desenzano-del-garda","Pulizie Capannoni Industriali","Desenzano del Garda",156,64,145,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/erbusco","Pulizie Capannoni Industriali","Erbusco",154,52,133,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/ghedi","Pulizie Capannoni Industriali","Ghedi",147,50,131,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/lonato-del-garda","Pulizie Capannoni Industriali","Lonato del Garda",160,61,142,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/lumezzane","Pulizie Capannoni Industriali","Lumezzane",157,54,135,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/manerbio","Pulizie Capannoni Industriali","Manerbio",145,53,134,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/mazzano","Pulizie Capannoni Industriali","Mazzano",146,52,133,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/montichiari","Pulizie Capannoni Industriali","Montichiari",157,56,137,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/orzinuovi","Pulizie Capannoni Industriali","Orzinuovi",145,54,135,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/palazzolo-sull-oglio","Pulizie Capannoni Industriali","Palazzolo sull'Oglio",159,65,146,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/rezzato","Pulizie Capannoni Industriali","Rezzato",147,52,133,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/roncadelle","Pulizie Capannoni Industriali","Roncadelle",155,55,136,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/rovato","Pulizie Capannoni Industriali","Rovato",156,51,132,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/salo","Pulizie Capannoni Industriali","Salò",144,49,130,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/sarezzo","Pulizie Capannoni Industriali","Sarezzo",157,52,133,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/travagliato","Pulizie Capannoni Industriali","Travagliato",156,56,137,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/bagnolo-mella","Pulizie Post Cantiere","Bagnolo Mella",152,50,131,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/bedizzole","Pulizie Post Cantiere","Bedizzole",156,46,127,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/brescia","Pulizie Post Cantiere","Brescia",156,44,125,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/calcinato","Pulizie Post Cantiere","Calcinato",145,46,127,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/capriolo","Pulizie Post Cantiere","Capriolo",156,45,126,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/castenedolo","Pulizie Post Cantiere","Castenedolo",150,48,129,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/cazzago-san-martino","Pulizie Post Cantiere","Cazzago San Martino",146,56,137,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/chiari","Pulizie Post Cantiere","Chiari",149,43,124,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/concesio","Pulizie Post Cantiere","Concesio",151,45,126,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/desenzano-del-garda","Pulizie Post Cantiere","Desenzano del Garda",151,56,137,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/erbusco","Pulizie Post Cantiere","Erbusco",149,44,125,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/ghedi","Pulizie Post Cantiere","Ghedi",158,42,123,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/lonato-del-garda","Pulizie Post Cantiere","Lonato del Garda",155,53,134,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/lumezzane","Pulizie Post Cantiere","Lumezzane",144,46,127,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/manerbio","Pulizie Post Cantiere","Manerbio",156,45,126,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/mazzano","Pulizie Post Cantiere","Mazzano",157,44,125,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/montichiari","Pulizie Post Cantiere","Montichiari",144,48,129,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/orzinuovi","Pulizie Post Cantiere","Orzinuovi",156,46,127,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/palazzolo-sull-oglio","Pulizie Post Cantiere","Palazzolo sull'Oglio",146,57,138,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/rezzato","Pulizie Post Cantiere","Rezzato",158,44,125,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/roncadelle","Pulizie Post Cantiere","Roncadelle",150,47,128,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/rovato","Pulizie Post Cantiere","Rovato",143,43,124,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/salo","Pulizie Post Cantiere","Salò",155,41,122,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/sarezzo","Pulizie Post Cantiere","Sarezzo",144,44,125,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/travagliato","Pulizie Post Cantiere","Travagliato",143,48,129,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/bagnolo-mella","Pulizie Uffici","Bagnolo Mella",169,43,124,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/bedizzole","Pulizie Uffici","Bedizzole",168,39,120,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/brescia","Pulizie Uffici","Brescia",168,37,118,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/calcinato","Pulizie Uffici","Calcinato",165,39,120,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/capriolo","Pulizie Uffici","Capriolo",168,38,119,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/castenedolo","Pulizie Uffici","Castenedolo",167,41,122,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/cazzago-san-martino","Pulizie Uffici","Cazzago San Martino",166,49,130,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/chiari","Pulizie Uffici","Chiari",166,36,117,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/concesio","Pulizie Uffici","Concesio",168,38,119,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/desenzano-del-garda","Pulizie Uffici","Desenzano del Garda",168,49,130,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/erbusco","Pulizie Uffici","Erbusco",166,37,118,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/ghedi","Pulizie Uffici","Ghedi",170,35,116,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/lonato-del-garda","Pulizie Uffici","Lonato del Garda",172,46,127,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/lumezzane","Pulizie Uffici","Lumezzane",164,39,120,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/manerbio","Pulizie Uffici","Manerbio",168,38,119,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/mazzano","Pulizie Uffici","Mazzano",169,37,118,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/montichiari","Pulizie Uffici","Montichiari",164,41,122,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/orzinuovi","Pulizie Uffici","Orzinuovi",168,39,120,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/palazzolo-sull-oglio","Pulizie Uffici","Palazzolo sull'Oglio",166,50,131,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/rezzato","Pulizie Uffici","Rezzato",170,37,118,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/roncadelle","Pulizie Uffici","Roncadelle",167,40,121,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/rovato","Pulizie Uffici","Rovato",163,36,117,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/salo","Pulizie Uffici","Salò",167,34,115,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/sarezzo","Pulizie Uffici","Sarezzo",164,37,118,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/travagliato","Pulizie Uffici","Travagliato",163,41,122,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/bagnolo-mella","Sanificazione Ambienti","Bagnolo Mella",152,51,132,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/bedizzole","Sanificazione Ambienti","Bedizzole",157,47,128,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/brescia","Sanificazione Ambienti","Brescia",157,45,126,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/calcinato","Sanificazione Ambienti","Calcinato",148,47,128,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/capriolo","Sanificazione Ambienti","Capriolo",157,46,127,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/castenedolo","Sanificazione Ambienti","Castenedolo",150,49,130,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/cazzago-san-martino","Sanificazione Ambienti","Cazzago San Martino",149,57,138,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/chiari","Sanificazione Ambienti","Chiari",149,44,125,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/concesio","Sanificazione Ambienti","Concesio",151,46,127,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/desenzano-del-garda","Sanificazione Ambienti","Desenzano del Garda",151,57,138,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/erbusco","Sanificazione Ambienti","Erbusco",149,45,126,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/ghedi","Sanificazione Ambienti","Ghedi",159,43,124,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/lonato-del-garda","Sanificazione Ambienti","Lonato del Garda",155,54,135,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/lumezzane","Sanificazione Ambienti","Lumezzane",147,47,128,"YES","YES",3,4,"FAIL",true
